price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
440000.0,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,35,54
415000.0,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,35,51
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,19,21
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0,35,47
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,35,54
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,32,37
772000.0,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,2014,0,35,53
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,1,0
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,38,38
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,35,49
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,16,15
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,34,72
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,35,62
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,16,17
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,19,21
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,10,73
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,3,3
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005,35,71
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,9,26
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,32,34
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,33,42
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,25,37
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,35,57
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,35,57
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,19,21
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,19,22
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,39,39
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,1,0
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,35,65
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,5,9
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,33,42
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,35,49
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,19,22
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,1,0
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,35,49
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,42,44
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,35,54
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,35,57
299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,1,45
691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,19,21
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,10,73
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,18,26
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,21,23
218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,35,49
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,32,36
344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,32,33
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,35,61
535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,35,47
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,35,47
520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,17,16
450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,35,61
220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,28,28
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0,35,54
600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,19,22
600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,3,6
389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,16,15
285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,35,71
744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,33,43
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,14,13
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,19,21
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,21,23
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,36,67
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,35,49
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,16,15
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,35,62
413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,31,32
334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,35,65
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,16,17
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,35,47
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,32,33
180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,9,26
749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,33,43
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0,35,50
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,3,5
356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,42,41
625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,31,31
494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,35,52
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,35,58
600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,35,54
430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,18,19
307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,11,11
219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0,35,65
270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0,35,54
432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,35,63
249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0,6,68
320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,27,27
305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,35,69
235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0,35,65
385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,3,7
389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,14,13
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,35,69
254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,1,45
555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,3,5
245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,14,2
337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,35,60
492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,35,50
348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,19,22
180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,32,35
400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,35,63
295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,27,27
910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,31,31
431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,35,63
180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,34,69
677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,35,47
482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,42,44
168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,35,49
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,35,50
398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,4,8
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,25,37
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,31,31
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,35,50
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,33,43
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,38,38
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,35,64
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,31,32
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,3,3
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,35,64
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,35,56
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,14,2
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,18,26
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,34,72
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,35,60
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,35,47
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,35,51
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,35,57
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,31,32
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,35,47
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,1,1
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,35,64
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,35,56
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,3,5
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,1982,0,12,12
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,3,5
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,35,55
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,30,30
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,32,37
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,42,44
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,27,27
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,35,54
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,35,63
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,32,34
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,35,65
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,35,54
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,33,42
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,36,62
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,35,52
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,35,61
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,31,31
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,35,54
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,35,47
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,31,31
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,35,52
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,32,33
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,16,17
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,3,5
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,14,2
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,19,22
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,31,31
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,1951,1999,3,3
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,21,23
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,1,0
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,31,31
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,1926,0,35,56
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,36,67
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,32,36
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,35,63
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,35,46
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,35,54
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,35,65
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,32,34
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,35,54
90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,1943,2002,35,71
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,35,56
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,19,21
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,35,54
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,32,36
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,18,19
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,3,5
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,3,5
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,35,50
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,35,47
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,35,61
355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,2007,0,35,47
375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,2006,0,35,59
372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,1979,0,27,27
479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,1924,2011,35,47
501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,1924,1956,35,54
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,21,23
496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,16,17
347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,1996,0,1,45
199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,1943,0,32,36
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0,38,38
195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,1991,0,12,12
295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,21,23
355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,1955,0,36,62
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,35,49
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,36,67
346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,2009,0,32,36
172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,1,0
379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,17,16
468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,1942,1982,35,54
477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,1978,0,35,57
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,1924,0,35,50
312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,2004,2003,35,60
326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,1942,1999,35,70
360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,1954,2005,35,60
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,17,16
360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,1954,2005,36,70
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,16,15
265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,1983,0,18,19
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,19,22
326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,42,41
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0,35,71
400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,1940,0,35,54
949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,1978,0,3,3
405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,1949,1985,36,62
399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,1979,2014,32,36
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,1951,0,35,56
260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,2003,0,28,28
751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,1902,0,35,53
325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,1983,0,18,26
344950.0,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,1941,1998,18,18
457500.0,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,35,51
389000.0,5.0,2.0,2330,10750,1.0,0,0,4,1190,1140,1962,0,17,16
515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0,32,37
415000.0,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,1964,2000,36,67
535000.0,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,1951,1994,35,54
525000.0,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,1926,0,35,54
283200.0,4.0,2.5,1982,6406,2.0,0,0,3,1982,0,2004,2003,18,18
1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,1926,0,35,53
495000.0,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,1956,0,3,6
292050.0,5.0,3.0,2840,7199,1.0,0,0,3,1710,1130,2003,0,40,71
415000.0,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,1961,2004,19,22
295832.0,5.0,1.0,1410,6400,1.0,0,0,5,960,450,1955,0,10,73
450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0,11,11
499950.0,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,2014,0,35,64
465000.0,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,1967,0,19,22
329000.0,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0,35,49
475000.0,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,1984,0,31,31
255000.0,3.0,1.0,960,8100,1.0,0,0,3,960,0,1955,2005,36,67
685000.0,3.0,2.5,2810,7700,2.0,0,0,3,2810,0,2001,0,3,5
715000.0,2.0,2.5,2160,5581,1.0,0,0,3,2160,0,2002,0,31,32
780000.0,3.0,3.0,2520,2152,1.5,0,0,3,1560,960,1925,2006,35,58
345000.0,2.0,1.5,1180,844,2.0,0,0,3,990,190,2005,0,35,64
355000.0,4.0,2.25,1810,4970,2.0,0,0,3,1810,0,2003,0,32,37
282000.0,3.0,2.5,1680,15711,1.0,0,0,3,1240,440,1994,0,18,19
244000.0,3.0,1.0,910,5250,1.0,0,0,4,910,0,1971,0,6,68
375000.0,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,1965,1993,35,57
313000.0,3.0,1.75,1320,6205,1.0,0,0,5,1320,0,1948,1985,36,62
304000.0,3.0,1.0,900,7500,1.0,0,0,4,900,0,1972,0,19,22
305000.0,4.0,1.0,2100,9288,1.0,0,0,4,1050,1050,1968,0,32,36
280000.0,3.0,1.0,1200,6250,1.0,0,0,3,920,280,1943,2002,35,69
500000.0,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,1988,2000,16,17
274950.0,3.0,1.75,1670,7415,1.0,0,0,3,1320,350,1987,2000,9,26
455600.0,3.0,2.5,2420,8252,2.0,0,0,3,2420,0,1998,2006,38,38
312900.0,4.0,2.5,1630,4473,2.0,0,0,3,1630,0,2003,0,21,23
535000.0,4.0,2.5,2340,5600,2.0,0,0,3,2340,0,1921,2013,35,65
427000.0,2.0,1.0,920,3780,1.0,0,0,3,920,0,1910,2006,35,47
405000.0,2.0,1.0,910,6490,1.0,0,0,3,910,0,1942,1999,35,54
268000.0,4.0,2.0,1930,6600,1.0,0,0,4,1030,900,1967,0,6,69
488000.0,3.0,2.5,1590,2550,3.0,0,0,3,1590,0,1985,0,35,56
760000.0,4.0,2.5,3330,7399,2.0,0,0,3,3330,0,2009,0,31,31
754950.0,3.0,2.5,2610,7256,2.0,0,0,3,2610,0,2014,0,19,21
263900.0,3.0,2.5,1658,2700,2.0,0,0,3,1658,0,2014,0,10,73
460000.0,3.0,3.5,1600,1431,2.0,0,0,3,1240,360,2006,0,35,56
399950.0,3.0,3.0,1296,1051,3.0,0,0,3,1296,0,2009,0,35,60
370000.0,2.0,2.25,1280,835,2.0,0,0,3,1080,200,2009,0,35,57
450800.0,4.0,3.25,2510,5311,2.0,0,0,3,2510,0,2009,0,32,34
627000.0,3.0,3.5,2710,3475,2.0,0,0,3,1650,1060,2005,0,16,15
495000.0,3.0,2.5,1750,1548,3.0,0,0,3,1750,0,2013,1923,35,57
215000.0,2.0,1.0,1320,8865,1.0,0,0,4,1320,0,1943,0,6,69
267000.0,3.0,2.5,2495,4400,2.0,0,0,3,2495,0,2007,0,14,0
365000.0,3.0,1.5,1300,12240,1.0,0,0,3,1300,0,1963,2008,17,16
544500.0,4.0,2.5,2230,10414,1.0,0,0,5,1450,780,1974,0,16,43
599000.0,4.0,2.75,2020,2750,1.0,0,0,3,1010,1010,1917,2014,35,59
815000.0,4.0,2.25,2000,3800,2.0,0,0,3,2000,0,2001,0,35,54
254000.0,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,1952,0,36,62
740000.0,2.0,1.75,2080,4800,1.0,0,0,5,1080,1000,1923,0,35,56
925000.0,3.0,2.5,2690,7000,2.0,0,0,5,1840,850,1943,0,35,54
537000.0,3.0,2.5,1550,12920,2.0,0,0,5,1550,0,1999,0,19,21
335000.0,4.0,2.0,1480,3132,1.0,0,0,5,740,740,1910,0,35,51
840000.0,4.0,2.75,3040,2800,2.0,0,0,3,2100,940,1906,2014,35,46
224000.0,3.0,1.5,1560,7300,1.0,0,0,4,1040,520,1964,0,1,0
395000.0,3.0,2.5,2250,3757,2.0,0,0,3,2250,0,2006,0,32,37
450000.0,3.0,1.0,1100,4600,1.0,0,0,3,1100,0,1917,2009,35,55
681000.0,3.0,1.0,1700,6356,1.5,0,0,3,1700,0,1907,1983,35,57
370000.0,3.0,1.0,800,2296,1.0,0,0,4,800,0,1908,0,35,47
429000.0,2.0,1.75,1350,6315,1.0,0,0,3,1350,0,2005,0,31,32
150000.0,3.0,1.0,820,7680,1.5,0,0,3,820,0,1910,2006,35,49
555000.0,3.0,2.5,3160,4270,2.0,0,0,3,2650,510,2006,0,5,9
225000.0,3.0,2.5,1680,6755,2.0,0,0,3,1680,0,1994,0,1,45
245100.0,3.0,1.75,1300,7958,1.0,0,0,3,1300,0,1996,0,1,45
665000.0,3.0,2.5,2190,10370,2.0,0,0,3,2190,0,1987,2000,33,42
535000.0,3.0,2.5,1720,4006,2.0,0,0,3,1720,0,1994,0,16,17
305000.0,3.0,1.0,1160,11776,1.0,0,0,3,1160,0,1968,1997,42,44
215000.0,3.0,1.75,1210,8075,1.0,0,0,4,1210,0,1983,0,28,28
432500.0,3.0,1.75,1980,5100,1.0,0,0,3,1270,710,1965,1993,35,47
655000.0,4.0,2.5,2990,5669,2.0,0,0,3,2990,0,2003,0,33,42
266200.0,3.0,1.5,1430,9600,1.0,0,0,4,1430,0,1966,0,32,37
244615.0,3.0,2.5,2060,4030,2.0,0,0,3,2060,0,1999,0,18,20
189000.0,2.0,2.0,1700,3171,1.0,0,0,5,850,850,1927,0,1,1
438750.0,3.0,1.75,1610,6480,1.0,0,0,4,1610,0,1947,1988,35,60
589000.0,3.0,1.0,1110,6000,1.5,0,0,5,1110,0,1932,2002,35,74
590000.0,3.0,2.0,1650,6150,2.0,0,0,4,1650,0,1926,1993,35,55
479900.0,3.0,2.0,1980,12150,1.0,0,0,3,1980,0,1994,0,18,26
210000.0,2.0,1.5,880,1157,2.0,0,0,3,880,0,2007,0,35,61
745000.0,3.0,1.75,1490,9800,1.0,0,0,4,1140,350,1947,1988,2,3
840500.0,3.0,2.0,2520,5400,1.5,0,0,4,1410,1110,1906,1990,35,58
681716.0,4.0,2.5,3150,7277,2.0,0,0,3,3150,0,2006,0,32,34
600000.0,3.0,1.75,1580,7416,1.0,0,0,3,1150,430,1967,2011,3,4
380000.0,3.0,2.0,1660,8281,1.0,0,0,3,1660,0,1949,1998,35,63
168500.0,3.0,1.0,1100,10125,1.0,0,0,3,1100,0,1969,2010,9,26
355000.0,2.0,1.0,1270,3200,1.0,0,0,4,960,310,1920,0,35,47
277000.0,4.0,1.0,1450,6250,1.0,0,0,3,990,460,1964,2000,35,65
236000.0,4.0,2.25,1830,9485,1.0,0,0,4,1200,630,1989,0,14,13
270000.0,3.0,1.75,1300,4127,1.0,0,0,4,650,650,1918,1953,35,49
425000.0,4.0,2.75,1680,9545,1.0,0,0,4,1080,600,1979,0,17,16
635000.0,3.0,2.5,2300,5500,1.5,0,0,4,2000,300,1921,0,35,64
510250.0,3.0,1.75,1400,4000,1.0,0,0,3,870,530,1951,1994,35,56
254000.0,3.0,2.0,1480,7480,1.0,0,0,4,1480,0,1992,0,21,23
299000.0,3.0,1.0,1390,9624,1.5,0,0,4,1390,0,1954,1979,36,67
175000.0,2.0,1.0,830,2699,1.0,0,0,3,830,0,1996,0,21,23
